2021-03-25,9128.0,8769.0,359.0
2021-03-26,9073.0,9128.0,-55.0
2021-03-27,8783.0,9073.0,-290.0
2021-03-28,8979.0,8783.0,196.0
2021-03-29,8589.0,8979.0,-390.0
2021-03-30,8162.0,8589.0,-427.0
2021-03-31,8156.0,8162.0,-6.0
